seqnames	start	end	width	strand	gene_id	Gene
chr19	23257255	23274251	16997	-	100132815	IPO5P1
chrX	40831844	40832562	719	-	100132831	TNIP2P1
chr7	77039944	77043776	3833	+	100132832	PMS2P9
chr8	71828167	72118393	290227	+	100132891	MSC-AS1
chr20	62845664	62845912	249	+	100132911	DPH3P1
chr5	64690442	64718190	27749	+	100132916	SHISAL2B
chr10	46369113	46375940	6828	+	100132929	FAM25BP
chrY	6256267	6265595	9329	-	100132932	FAM197Y9
chr9	61854148	62076417	222270	+	100132948	FAM27C
chrX	154823348	154834662	11315	-	100132963	SMIM9
chr15	23157366	23170711	13346	+	100132979	GOLGA8DP
chr10	78248601	78551355	302755	+	100132987	LINC00856
chr7	102681836	102748695	66860	-	100133005	RASA4DP
chr5	100375700	100381398	5699	-	100133050	LOC100133050
chrX	146809771	146810411	641	+	100133053	CXorf51B
chr9	137867925	137892570	24646	-	100133077	LOC100133077
chrX	13333952	13403035	69084	+	100133123	LINC01203
chr11	127204	139612	12409	-	100133161	LINC01001
chr8	12362019	12388296	26278	+	100133172	FAM66A
chr9	112399512	112487204	87693	-	100133204	C9orf147
chr6	26956932	27059749	102818	+	100133205	LINC00240
chr15	85240472	85247170	6699	+	100133220	GOLGA6L3
chr8	55449509	55455139	5631	-	100133234	SBF1P1
chr21	36069642	36126640	56999	-	100133286	LOC100133286
chr10	45016080	45154606	138527	-	100133308	RSU1P2
chr7	27129977	27155928	25952	+	100133311	HOXA-AS3
chr11	71865509	71928654	63146	-	100133315	LOC100133315
chr17	69232963	69235012	2050	-	100133319	PRO1804
chr1	725885	778626	52742	-	100133331	NA
chr4	3673593	3677855	4263	-	100133461	LINC02171
chr11	1983237	1989920	6684	-	100133545	MRPL23-AS1
chr1	3900352	3917225	16874	+	100133612	LINC01134
chr2	94575976	94587183	11208	-	100133920	LOC100133920
chr6	106969831	106975627	5797	-	100133941	CD24
chrX	47658833	47692326	33494	+	100133957	UXT-AS1
chr2	70124036	70125317	1282	-	100133985	LINC01816
chr17	45247916	45269824	21909	+	100133991	MAP3K14-AS1
chr20	3106913	3150867	43955	+	100134015	UBOX5-AS1
chr7	150033653	150076655	43003	+	100134040	LOC100134040
chr7	140177184	140179640	2457	+	100134229	KDM7A-DT
chr2	46827864	46859007	31144	+	100134259	LINC01119
chr19	36304564	36321274	16711	+	100134317	LOC100134317
chr16	382097	392960	10864	+	100134368	LOC100134368
chr17	73737854	73756932	19079	+	100134391	LOC100134391
chr17	21692523	21704612	12090	+	100134444	KCNJ18
chr7	140695336	140697077	1742	-	100134713	NDUFB2-AS1
chr20	26018832	26020684	1853	+	100134868	LOC100134868
chr17	75979240	76000586	21347	+	100134934	TEN1
chr7	102637025	102642791	5767	-	100134938	UPK3BL1
chr15	41828092	41837581	9490	+	100137047	JMJD7
chr15	41836785	41848147	11363	+	100137049	PLA2G4B
chr17	44076746	44123702	46957	-	10014	HDAC5
chr17	78146353	78166177	19825	+	100141515	C17orf99
chr7_KZ208913v1_alt	138069	140399	2331	+	100142659	CTAGE8
chr2	154435853	154457438	21586	-	100144595	LOC100144595
chr20	63034217	63037028	2812	-	100144596	LINC00029
chr20	63038011	63053863	15853	+	100144597	LINC01056
chr4	65669961	65698029	28069	+	100144602	EPHA5-AS1
chr22	50583026	50595634	12609	+	100144603	CHKB-DT
chr15	92567817	92574529	6713	-	100144604	LINC00930
chr12	6943816	6943878	63	+	100147744	RNU7-1
chr1	165768929	165775176	6248	+	100147773	TMCO1-AS1
chr3	33798571	33869707	71137	+	10015	PDCD6IP
chr21	30620627	30620850	224	+	100151643	KRTAP20-4
chr2	121530881	121531007	127	+	100151683	RNU4ATAC
chr9	134164439	134164564	126	-	100151684	RNU6ATAC
chrX	20136066	20136385	320	-	100158262	SCARNA9L
chr5	271621	353856	82236	+	10016	PDCD6
chr10	125574371	125578445	4075	+	100169752	TEX36-AS1
chr1	228628148	228628266	119	-	100169760	RNA5S9
chr11	125788127	125791600	3474	+	100169851	PATE3
chr19	56810122	56813834	3713	+	100169890	PEG3-AS1
chr2	63117851	63119542	1692	-	100169989	DBIL5P2
chr15	52109263	52112775	3513	-	10017	BCL2L10
chr19	43612088	43614498	2411	+	100170229	SRRM5
chr19	41443156	41444765	1610	+	100170765	ERICH4
chr3	160227454	160485773	258320	-	100174949	TRIM59-IFT80
chr2	111119378	111168445	49068	+	10018	BCL2L11
chr3	184241405	184241489	85	+	100187716	MIR1224
chr16	2090195	2090284	90	-	100188847	MIR1225
chr6	41787662	41789898	2237	+	100188893	TOMM6
chr13	30340267	30377145	36879	-	100188949	LINC00426
chr9	96019724	96027960	8237	-	100188953	LINC00092
chr10	99927010	99959050	32041	+	100188954	DNMBP-AS1
chr2	74385474	74393882	8409	+	100189589	DCTN1-AS1
chr12	111405948	111451623	45676	+	10019	SH2B3
chr17	42753914	42761257	7344	-	100190938	RAMP2-AS1
chr13	45341345	45417975	76631	+	100190939	TPT1-AS1
chr12	130032928	130045057	12130	-	100190940	LINC02418
chr5	157671533	157680158	8626	+	100190949	C5orf52
chr1	151837819	151840557	2739	-	100191040	C2CD4D
chr10	15154802	15155320	519	-	100192204	PPIAP30
chr8	76491200	76683308	192109	-	100192378	ZFHX4-AS1
chr4	121764585	121766814	2230	+	100192379	PP12613
chr20	63253978	63261615	7638	+	100192386	FLJ16779
chr22	18029385	18037968	8584	+	100192420	LINC01634
chr18	8360820	8367034	6215	-	100192426	LOC100192426
chr9	36214441	36277056	62616	-	10020	GNE
chr15	73319859	73368958	49100	-	10021	HCN4
chr10	4650158	4678185	28028	-	100216001	MANCR
chr2	130416755	130431363	14609	-	100216479	FAR2P2
chr1	66797741	66801256	3516	-	10022	INSL5
chr10	97319271	97321915	2645	+	10023	FRAT1
chr12	47205898	47216456	10559	-	100233209	PCED1B-AS1
chr12	49323236	49331731	8496	+	10024	TROAP
chr7	56477588	56484386	6799	-	100240728	LOC100240728
chr12	54078923	54081823	2901	-	100240735	LOC100240735
chr1	77088989	77219430	130442	-	10026	PIGK
chr5	172954786	172959392	4607	-	100268168	LOC100268168
chr20	22054074	22074654	20581	+	100270679	LINC01432
chr8	127686343	127738987	52645	-	100270680	CASC11
chr6	27018935	27020280	1346	-	100270746	LOC100270746
chr20	18794529	18796067	1539	+	100270804	LINC00653
chr2	38889841	38975449	85609	+	100271715	ARHGEF33
chr22	46040266	46044853	4588	-	100271722	LINC00899
chr19	53044740	53051680	6941	+	100271846	ERVV-2
chr19	19145567	19170289	24723	-	100271849	MEF2B
chr6	160003291	160007664	4374	-	100271873	AIRN
chr7	29684773	29685192	420	-	100271874	ZNRF2P2
chr7	102482445	102642869	160425	-	100271927	RASA4B
chrX	155061622	155071136	9515	-	100272147	CMC4
chrX	149938613	150224580	285968	+	100272228	LINC00894
chr12	49827913	49841143	13231	+	100286844	BCDIN3D-AS1
chr7	155382076	155396356	14281	+	100286906	LOC100286906
chr2	233754305	233755345	1041	-	100286922	LOC100286922
chr22	21938269	21977632	39364	+	100286925	PPM1F-AS1
chr9	77176760	77178180	1421	-	100286938	VPS13A-AS1
chr2	86861825	86912978	51154	+	100286979	ANAPC1P1
chr8	6403551	6406548	2998	-	100287015	LOC100287015
chr16	11555	14090	2536	+	100287029	DDX11L10
chr16	89321133	89325110	3978	+	100287036	LOC100287036
chr17	75271369	75273895	2527	+	100287042	LOC100287042
chr4	9170409	9176730	6322	+	100287045	FAM90A26
chr1	160261741	160263328	1588	+	100287049	LOC100287049
chr17	20716481	20737127	20647	+	100287072	LOC100287072
chr18	8695856	8707621	11766	-	100287082	GACAT2
chr8	144437675	144439971	2297	+	100287098	TONSL-AS1
chr1	11869	14409	2541	+	100287102	DDX11L1
chr13	19345049	19346749	1701	+	100287114	LINC00421
chr4	9210657	9212249	1593	+	100287144	USP17L10
chr9	14475	73865	59391	-	100287171	WASHC1
chr16	636817	638620	1804	+	100287175	LOC100287175
chr19	45641494	45642840	1347	+	100287177	EML2-AS1
chr4	9215405	9259716	44312	+	100287178	USP17L11
chr4	9220152	9264464	44313	+	100287205	USP17L12
chr2	109127327	109128930	1604	-	100287216	SH3RF3-AS1
chr18	51346275	51643939	297665	+	100287225	LINC01630
chr19	22286441	22317176	30736	+	100287226	ZNF729
chr4	9224896	9226488	1593	+	100287238	USP17L13
chr12	27762738	27771276	8539	-	100287284	MANSC4
chr12	30755167	30879268	124102	+	100287314	LINC00941
chr4	9243879	9245471	1593	+	100287327	USP17L17
chr3	46719583	46736429	16847	-	100287362	PRSS46P
chr6	108123457	108159392	35936	+	100287366	OSTM1-AS1
chr4	9253378	9254970	1593	+	100287404	USP17L19
chr7	129502531	129512918	10388	+	100287482	SMKR1
chr1	223992743	224010116	17374	+	100287497	SEPTIN7P13
chr4	9267619	9269211	1593	+	100287513	USP17L22
chr11	59086307	59094786	8480	+	100287520	GLYATL1B
chr15	72782835	72798199	15365	+	100287559	ADPGK-AS1
chr12	116533422	116536518	3097	+	100287569	LINC00173
chr5	50969217	50970167	951	-	100287592	LINC02106
chr9	12134	13783	1650	+	100287596	DDX11L5
chr15	73908071	73928248	20178	-	100287616	LOXL1-AS1
chr6	118782848	118783131	284	+	100287632	SELENOKP3
chr3	95654423	95683193	28771	-	100287639	MTHFD2P1
chr7	63348899	63351774	2876	+	100287704	LOC100287704
chr6	46746917	46759506	12590	+	100287718	ANKRD66
chr1	113812379	113901237	88859	+	100287722	AP4B1-AS1
chrX	135059685	135123952	64268	+	100287728	SMIM10L2B-AS1
chrX	102769158	102906158	137001	+	100287765	LINC00630
chr20	37676889	37683234	6346	+	100287792	LOC100287792
chr1	231591292	231612090	20799	-	100287814	LINC00582
chr7	63396345	63399209	2865	-	100287834	LOC100287834
chr11	73307235	73309361	2127	-	100287837	LOC100287837
chr8	47189305	47193262	3958	+	100287846	LOC100287846
chr3	64078361	64087363	9003	-	100287879	LINC00994
chr11	74493366	74498533	5168	+	100287896	LOC100287896
chr1	236523052	236524508	1457	-	100287902	LGALS8-AS1
chr10	45972489	46003742	31254	+	100287932	TIMM23
chr12	106495958	106774926	278969	-	100287944	LOC100287944
chr1	181236388	181238604	2217	+	100287948	LINC01699
chr1	764723	774280	9558	-	100288069	LOC100288069
chr16	22165583	22191754	26172	+	100288072	SDR42E2
chr11	102746968	102836766	89799	+	100288077	WTAPP1
chr1	185321157	185335039	13883	-	100288079	GS1-279B7.1
chr18	13419421	13427480	8060	-	100288122	LDLRAD4-AS1
chr19	1822089	1824542	2454	+	100288123	LOC100288123
chr1	145289900	145405778	115879	-	100288142	NBPF20
chr5	473236	480830	7595	+	100288152	SLC9A3-AS1
chr1	1059708	1069355	9648	+	100288175	LOC100288175
chr8	142701857	142727016	25160	-	100288181	LNCOC1
chr6	79233718	79236797	3080	+	100288198	HMGN3-AS1
chr15	30470779	30484689	13911	+	100288203	LOC100288203
chr13	74412957	74419115	6159	-	100288208	LOC100288208
chr21	30590105	30590397	293	-	100288287	KRTAP22-2
chr21	30718525	30718777	253	-	100288323	KRTAP21-3
chr11	113265137	113274032	8896	-	100288346	NCAM1-AS1
chr4	52722618	52751586	28969	-	100288413	ERVMER34-1
chr3	7954639	8611924	657286	-	100288428	LMCD1-AS1
chr21	33263873	33266260	2388	-	100288432	IL10RB-DT
chr10	37601440	37602974	1535	-	100288485	MTRNR2L7
chr15	101976558	101979093	2536	-	100288486	DDX11L9
chr4	9234385	9236334	1950	+	100288520	USP17L15
chr17	3134969	3177031	42063	-	100288728	LOC100288728
chr8	94637285	94639467	2183	-	100288748	LOC100288748
chr20	2814968	2820284	5317	+	100288797	TMEM239
chr12	46383652	46876784	493133	+	100288798	LOC100288798
chr3	75664330	75667220	2891	+	100288801	FRG2C
chr1	146472566	146898974	426409	+	100288805	HYDIN2
chrX	9967358	9968352	995	+	100288814	CLDN34
chr3	9216895	9219508	2614	+	100288831	SRGAP3-AS3
chr9	120792403	120799918	7516	+	100288842	B3GNT10
chr14	39265703	39267061	1359	-	100288846	LOC100288846
chr17	49505657	49574064	68408	-	100288866	LOC100288866
chr3	46753045	46756857	3813	-	100288960	PRSS43P
chrUn_GL000213v1	108007	139659	31653	-	100288966	LOC100288966
chr10	79904898	79951029	46132	+	100288974	BMS1P21
chr9	128108581	128118693	10113	-	100289019	SLC25A25-AS1
chrY	9337464	9530682	193219	+	100289087	TSPY10
chr16	28878957	28879920	964	-	100289092	ATP2A1-AS1
chr20	28563850	28602843	38994	-	100289097	FRG1CP
chr7	66493607	66495758	2152	+	100289098	GS1-124K5.4
chr9	38540567	38577207	36641	-	100289137	FAM95C
chr1	67832303	68202987	370685	+	100289178	GNG12-AS1
chr7	99558695	99611045	52351	+	100289187	TMEM225B
chr1	147258885	147517875	258991	-	100289211	LINC00624
chr17	10794906	10838094	43189	-	100289255	TMEM238L
chr13	95648771	95676955	28185	-	100289274	DNAJC3-DT
chr19	12195015	12237767	42753	+	100289333	LOC100289333
chr9	137084946	137086817	1872	-	100289341	MAN1B1-DT
chr3	143000907	143001467	561	-	100289361	LOC100289361
chr13	99181223	99200757	19535	-	100289373	UBAC2-AS1
chr11	78139771	78175307	35537	+	100289388	KCTD21-AS1
chr8	7414855	7416863	2009	-	100289462	DEFB4B
chr20	1767957	1779995	12039	-	100289473	LOC100289473
chr6	166342632	166351466	8835	+	100289495	LOC100289495
chr10	101818800	101828885	10086	+	100289509	KCNIP2-AS1
chr7	102364162	102380633	16472	+	100289561	LOC100289561
chr16	32169984	32188107	18124	-	100289574	HERC2P4
chr16	88731180	88741425	10246	+	100289580	LOC100289580
chr12	132918306	132956306	38001	-	100289635	ZNF605
chr19	42821863	42826878	5016	+	100289650	PSG8-AS1
chr5	109883182	109884751	1570	+	100289673	LINC01848
chr7	149262196	149284988	22793	+	100289678	ZNF783
chr20	57377140	57393062	15923	-	100291105	RBM38-AS1
chr12	1500525	1504424	3900	+	100292680	LINC00942
chr19	57819721	57858641	38921	+	100293516	ZNF587B
chr17	80351828	80415168	63341	-	100294362	RNF213-AS1
chr6	136982165	136993234	11070	-	100294720	NHEG1
chr16	66366622	66404784	38163	+	1003	CDH5
chr3	71541970	71542089	120	-	100302112	MIR1284
chr7	36919357	36919432	76	-	100302113	MIR1200
chrX	147189704	147189787	84	-	100302114	MIR513C
chrX	63786002	63786087	86	-	100302115	MIR1468
chr10	14436576	14436661	86	+	100302116	MIR1265
chr1	116671749	116671827	79	+	100302117	MIR320B1
chr22	20249134	20249211	78	-	100302118	MIR1286
chr16	69565808	69565868	61	-	100302119	MIR1538
chr15	85770496	85770578	83	-	100302121	MIR1276
chr7	21471058	21471146	89	+	100302122	MIR1183
chr6	33999972	34000051	80	-	100302123	MIR1275
chr17	16282014	16282088	75	+	100302124	MIR1288
chr20	35453954	35454097	144	-	100302125	MIR1289-1
chr2	231892242	231892298	57	-	100302126	MIR1471
chr19	15449548	15449608	61	+	100302127	MIR1470
chr2	113582959	113583096	138	-	100302128	MIR1302-3
chr10	21496562	21496641	80	-	100302129	MIR1915
chr2	207269275	207269424	150	-	100302130	MIR1302-4
chr18	30298910	30298960	51	+	100302131	MIR302F
chr1	231019828	231019924	97	-	100302132	MIR1182
chr10	98395218	98395307	90	-	100302133	MIR1287
chr5	133427596	133427706	111	-	100302134	MIR1289-2
chr18	21683510	21683597	88	+	100302135	MIR320C1
chr12	79419257	79419321	65	+	100302136	MIR1252
chr20	63941465	63941544	80	-	100302137	MIR1914
chr20	2652777	2652842	66	+	100302138	MIR1292
chr1	235853000	235853060	61	-	100302139	MIR1537
chr7	18127220	18127309	90	-	100302140	MIR1302-6
chr6	166509354	166509433	80	-	100302141	MIR1913
chr2	176600980	176601052	73	-	100302142	MIR1246
chr3	186786672	186786777	106	+	100302143	MIR1248
chrX	114651544	114651623	80	+	100302144	MIR1912
chr14	101557304	101560422	3119	-	100302145	MIR1247
chr20	50614636	50614785	150	-	100302146	MIR1302-5
chr8	141786242	141786313	72	-	100302147	MIR1302-7
chr3	164171471	164171556	86	-	100302148	MIR1263
chr22	45200954	45201019	66	-	100302149	MIR1249
chr10	63372957	63373048	92	-	100302150	MIR1296
chr7	34940760	34940834	75	-	100302152	MIR548N
chrX	114715233	114715344	112	+	100302153	MIR1298
chr1	20988314	20988432	119	-	100302155	MIR1256
chr14	101042977	101043062	86	+	100302157	MIR1185-1
chr1	201808611	201808702	92	+	100302158	MIR1231
chr5	110513829	110513915	87	-	100302159	MIR548F3
chr15	34382069	34528371	146303	-	100302160	MIR1233-1
chr8	127960633	127960695	63	+	100302161	MIR1205
chr1	193136503	193136583	81	+	100302163	MIR1278
chr6	98024531	98024621	91	+	100302164	MIR2113
chr9	40929010	40929092	83	-	100302167	MIR1299
chr20	61953546	61953662	117	-	100302168	MIR1257
chrX	140926172	140926219	48	-	100302169	MIR320D2
chr8	128008898	128008956	59	+	100302170	MIR1206
chrX	85835780	85835858	79	+	100302171	MIR1321
chr2	179860836	179860908	73	-	100302172	MIR1258
chr10	103394253	103394401	149	-	100302174	MIR1307
chr8	128049152	128049238	87	+	100302175	MIR1207
chr4	66276824	66276928	105	+	100302177	MIR1269A
chr1	171101728	171101806	79	-	100302178	MIR1295A
chr19	20399272	20399354	83	-	100302179	MIR1270
chr5	154347106	154347247	142	+	100302181	MIR1294
chr12	69273157	69273218	62	-	100302182	MIR1279
chr20	32237795	32237847	53	+	100302183	MIR1825
chr15	64762387	64762515	129	-	100302184	MIR1272
chr8	127795962	127796028	67	+	100302185	MIR1204
chr8	8088941	8089089	149	-	100302186	MIR548I3
chr13	54311972	54312048	77	-	100302187	MIR1297
chr4	113106863	113106955	93	+	100302188	MIR1243
chrX	84225752	84225828	77	-	100302191	MIR548I4
chr10	54607874	54607957	84	-	100302192	MIR548F1
chr4	101330302	101330414	113	-	100302193	MIR1255A
chr18	24321686	24321735	50	+	100302195	MIR320C2
chr22	20086058	20086142	85	+	100302197	MIR1306
chr12	57194504	57194576	73	+	100302201	MIR1228
chr15	52277117	52277200	84	-	100302202	MIR1266
chr5	176367946	176368031	86	+	100302203	MIR1271
chr3	125790404	125790552	149	-	100302204	MIR548I1
chr19	53758232	53758318	87	+	100302205	MIR1283-2
chr17	2748078	2748182	105	-	100302208	MIR1253
chr14	101044198	101044283	86	+	100302209	MIR1185-2
chr19	1816159	1816238	80	-	100302210	MIR1909
chr17	48156427	48156511	85	-	100302211	MIR1203
chr3	75630763	75630858	96	+	100302212	MIR1324
chr19	10403458	10403538	81	-	100302213	MIR1181
chrX	118386394	118386471	78	+	100302214	MIR1277
chr12	100189884	100189949	66	+	100302217	MIR1827
chr7	92204015	92204098	84	-	100302218	MIR1285-1
chr2	188978092	188978161	70	+	100302219	MIR1245A
chr12	50234142	50234212	71	-	100302220	MIR1293
chr12	48654444	48654530	87	-	100302221	MIR1291
chrX	114763184	114763263	80	+	100302222	MIR1911
chr9	97363554	97363681	128	-	100302223	MIR1302-8
chr10	114174105	114174179	75	-	100302224	MIR2110
chr8	112643493	112643583	91	+	100302225	MIR2053
chr19	10552122	10552204	83	+	100302226	MIR1238
chr12	112695034	112695176	143	-	100302227	MIR1302-1
chr11	90869121	90869202	82	-	100302228	MIR1261
chr17	81133196	81133308	113	-	100302229	MIR1250
chr3	47849555	47849629	75	+	100302232	MIR1226
chr15	22225278	22225329	52	-	100302233	MIR1268A
chr1	220200538	220200619	82	-	100302234	MIR664A
chr15	88608107	88608197	91	+	100302235	MIR1179
chr14	77266218	77266290	73	+	100302236	MIR1260A
chr22	41092513	41092566	54	+	100302237	MIR1281
chr5	168560904	168560965	62	+	100302238	MIR103B1
chrX	32641474	32641559	86	-	100302239	MIR548F5
chr11	93733674	93733764	91	-	100302240	MIR1304
chr6	31956839	31956940	102	-	100302242	MIR1236
chr2	25328640	25328721	82	-	100302246	MIR1301
chr14	101025564	101025651	88	+	100302250	MIR1197
chrX	114652655	114652723	69	+	100302251	MIR1264
chr15	43793659	43793759	101	-	100302254	MIR1282
chr19	53671968	53672040	73	+	100302255	MIR1323
chr17	19344506	19344574	69	-	100302256	MIR1180
chr18	49487373	49487422	50	+	100302257	MIR1539
chr15	96333261	96333307	47	+	100302258	MIR1469
chr6	155946797	155946879	83	+	100302259	MIR1202
chr8	74705693	74705747	55	+	100302260	MIR2052
chr16	85741621	85741700	80	-	100302261	MIR1910
chr11	61815161	61815240	80	-	100302263	MIR1908
chr19	53688481	53688567	87	+	100302265	MIR1283-1
chr4	125507259	125507307	49	+	100302267	MIR2054
chr2	70252918	70253005	88	-	100302268	MIR1285-2
chr4	182169293	182169378	86	+	100302270	MIR1305
chr12	119713634	119713724	91	-	100302274	MIR1178
chr11	94466495	94466580	86	-	100302275	MIR548L
chr1	18897071	18897148	78	-	100302276	MIR1290
chr4	9556168	9556316	149	-	100302277	MIR548I2
chr1	68183518	68183610	93	-	100302279	MIR1262
chr11	64368602	64368703	102	+	100302280	MIR1237
chr8	128150116	128150188	73	+	100302281	MIR1208
chr20	3917502	3917563	62	-	100302282	MIR103B2
chr19	2234062	2234149	88	-	100302283	MIR1227
chr5	154685776	154685861	86	+	100302284	MIR1303
chr13	107531171	107531248	78	-	100302286	MIR1267
chr17	13543529	13543646	118	-	100302287	MIR548H3
chr5	100816482	100816565	84	-	100302288	MIR548P
chr12	97491909	97491978	70	+	100302289	MIR1251
chr4	116298876	116300320	1445	+	100302290	MIR1973
chr1	178090677	178093984	3308	-	100302401	RASAL2-AS1
chr8	133054959	133057767	2809	+	100302522	PTCSC1
chr3	106630469	107240671	610203	-	100302640	LINC00882
chr2	53532672	53860160	327489	-	100302652	GPR75-ASB3
chr1	234629311	234634780	5470	+	100302691	LINC00184
chrX	73963955	74293574	329620	-	100302692	FTX
chr5	115578642	115632992	54351	-	100302736	TMED7-TICAM2
chr10	88990045	88994249	4205	-	100302740	FAS-AS1
chr2	10446714	10446849	136	-	100302743	SNORA80B
chr5	76712763	76712861	99	+	100302746	NCRUPAR
chr1	231528541	231819244	290704	+	100303453	TSNAX-DISC1
chr2	144517978	144521477	3500	+	100303491	ZEB2-AS1
chrX	119465986	119469128	3143	-	100303728	SLC25A5-AS1
